# SYNTHETIC perturbed-initial-pose cohort for project 02.07's basin/convergence/accuracy gates.
# regenerate: python make_synthetic.py --seed 42
# columns: trial_id,bin_index,magnitude_trans_m,magnitude_yaw_deg,r00,r01,r02,r10,r11,r12,r20,r21,r22,tx,ty,tz
# R,t is the INITIAL GUESS T_map_scan (row-major R, t in meters) every registration trial starts from.
137,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.8430482260,-0.3185319334,1.2000000000
138,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.3864055679,1.0312622717,1.2000000000
139,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.0895886859,0.5027887186,1.2000000000
140,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7643368512,-0.9250887406,1.2000000000
141,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.7821039550,1.1800514029,1.2000000000
142,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.8460947711,0.3293975146,1.2000000000
143,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8210684248,-0.8751266433,1.2000000000
144,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8197516167,-0.8763602495,1.2000000000
145,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.0029214831,0.6677083429,1.2000000000
146,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8305207370,-0.8661612468,1.2000000000
147,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.1973692127,0.0794164246,1.2000000000
148,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.9617141715,0.7177087517,1.2000000000
149,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.4236701630,-1.1227215118,1.2000000000
150,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.1265461004,-0.8228476684,1.2000000000
151,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.1234566650,-0.4217168740,1.2000000000
152,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.4204570294,1.0507758777,1.2000000000
153,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9428534988,1.1986385099,1.2000000000
154,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.1843269260,-0.8801576202,1.2000000000
155,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.5949661695,-1.0421205579,1.2000000000
156,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.1281973918,1.1931326115,1.2000000000
157,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.1738876383,-0.2489735179,1.2000000000
158,3,1.2000,20.0000,0.9396926208,-0.3420201433,0.0000000000,0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.1801932240,-0.2171265854,1.2000000000
159,3,1.2000,20.0000,0.9396926208,0.3420201433,0.0000000000,-0.3420201433,0.9396926208,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.0469023745,0.5865112261,1.2000000000
160,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.3145645754,-1.5687731282,1.2000000000
161,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.5856549363,0.2137718944,1.2000000000
162,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.9958754379,-1.2522907459,1.2000000000
163,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.5907975423,-0.7577258299,1.2000000000
164,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.6531588538,1.5619542949,1.2000000000
165,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.5687904032,-0.7152895148,1.2000000000
166,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.4001452330,-0.0215574703,1.2000000000
167,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0222069545,-1.5998458836,1.2000000000
168,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.7554934889,-1.0055861693,1.2000000000
169,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.5480875036,0.6722723428,1.2000000000
170,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.6465863208,0.8533881960,1.2000000000
171,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.7481293210,0.9964034339,1.2000000000
172,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.5316805354,0.6356397957,1.2000000000
173,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6090681543,-1.4795391118,1.2000000000
174,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.2287411263,-1.5835648067,1.2000000000
175,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.4013171044,-0.0649076209,1.2000000000
176,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.4020314741,0.0806014279,1.2000000000
177,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.5984585654,-0.0702154870,1.2000000000
178,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.8122572467,-1.0720387829,1.2000000000
179,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.0911453975,-1.3168080010,1.2000000000
180,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.9937522911,1.2539762294,1.2000000000
181,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.2135567276,-1.0427272265,1.2000000000
182,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2678617921,1.4226642768,1.2000000000
183,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.5573230761,1.5375425656,1.2000000000
184,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8193897738,1.3742635841,1.2000000000
185,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.9070993347,-1.5973006813,1.2000000000
186,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.4322158333,-0.3194570497,1.2000000000
187,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.5776921748,0.2662468806,1.2000000000
188,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.4325423050,0.3210550954,1.2000000000
189,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.4793134361,-1.5129063098,1.2000000000
190,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.3459576899,-0.8650999346,1.2000000000
191,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.4510931106,-0.4011077762,1.2000000000
192,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.8229314044,1.0837479048,1.2000000000
193,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.5993538681,-0.0454665221,1.2000000000
194,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.1109933354,-1.1513877752,1.2000000000
195,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.5948799834,0.1278977660,1.2000000000
196,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.6894051013,-1.5695638913,1.2000000000
197,4,1.6000,25.0000,0.9063077870,-0.4226182617,0.0000000000,0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.6798125751,-1.5676351658,1.2000000000
198,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.5921978469,-0.1578164007,1.2000000000
199,4,1.6000,25.0000,0.9063077870,0.4226182617,0.0000000000,-0.4226182617,0.9063077870,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2549118949,-1.4159250389,1.2000000000
200,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.3004586022,1.8736706842,1.2000000000
201,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2615092923,-1.8586638950,1.2000000000
202,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.0190782579,-0.2755885550,1.2000000000
203,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.3515071253,1.8919452929,1.2000000000
204,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7975772135,-1.8340857637,1.2000000000
205,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.3358643274,1.1093477648,1.2000000000
206,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.8318558541,-1.6234036019,1.2000000000
207,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.6922435334,-1.0659792792,1.2000000000
208,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.3051312602,-1.5154644152,1.2000000000
209,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.9989507741,-0.0647750157,1.2000000000
210,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.0661946075,0.5102908034,1.2000000000
211,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.7933987280,1.5950277021,1.2000000000
212,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.2905175624,-1.5279281466,1.2000000000
213,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.3983812208,-1.1978385893,1.2000000000
214,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.2195819482,1.9879093963,1.2000000000
215,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6296058434,1.8983141157,1.2000000000
216,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.0228054198,-1.7450188401,1.2000000000
217,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.2885892999,-1.5295547117,1.2000000000
218,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.1678277071,-1.8186503993,1.2000000000
219,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.6252847203,1.4526382549,1.2000000000
220,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8665633248,-1.8025171300,1.2000000000
221,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.7504868060,-1.8538526247,1.2000000000
222,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.5884124063,-1.4168346640,1.2000000000
223,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.2276831688,0.9267648298,1.2000000000
224,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.8875173933,-0.6612700582,1.2000000000
225,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,4.2794437263,-1.8656898607,1.2000000000
226,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.7470997765,-0.9734692451,1.2000000000
227,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.9093970323,0.5951495385,1.2000000000
228,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.5290539527,-1.3551080126,1.2000000000
229,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.9327030049,0.5144502843,1.2000000000
230,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.6838241632,1.8794638900,1.2000000000
231,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.7758906180,-0.9198980993,1.2000000000
232,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.8197584528,1.8242796055,1.2000000000
233,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.9677920749,-0.3574833563,1.2000000000
234,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.9891903154,-0.2076581061,1.2000000000
235,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,5.0655011739,1.9989271113,1.2000000000
236,5,2.0000,30.0000,0.8660254038,-0.5000000000,0.0000000000,0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.1317805377,-0.7139720168,1.2000000000
237,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,6.4470283660,-1.3806190308,1.2000000000
238,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.4854353013,-1.3061752460,1.2000000000
239,5,2.0000,30.0000,0.8660254038,0.5000000000,0.0000000000,-0.5000000000,0.8660254038,0.0000000000,0.0000000000,0.0000000000,1.0000000000,3.0906932592,-0.5954391401,1.2000000000
