# SYNTHETIC data — 29.05 ultrasound point-scatterer phantom
# EDUCATIONAL/SYNTHETIC ONLY — no patient data, no diagnostic or therapeutic claim.
# generated by scripts/make_synthetic.py, seed=42
# regenerate: python make_synthetic.py --seed 42
# counts: 9 wire, 1400 inclusion, 18000 speckle (total 19409)
# columns: kind,x_m,z_m,amp_rel (kind: wire | inclusion | speckle; x_m/z_m in meters,
#          array/image frame per kernels.cuh; amp_rel: unitless relative reflectivity)
kind,x_m,z_m,amp_rel
speckle,0.00838660,0.02082324,1.0000
speckle,0.00553620,0.02558122,1.0000
speckle,-0.00787797,0.02738844,1.0000
speckle,0.00443230,0.01136335,1.0000
speckle,0.00837206,0.02338827,1.0000
speckle,0.00729398,0.01245275,1.0000
speckle,-0.00252689,0.02231119,1.0000
speckle,-0.00252726,0.01370019,1.0000
speckle,0.00110526,0.01159991,1.0000
speckle,0.00393554,0.01427142,1.0000
speckle,0.00904753,0.01492947,1.0000
speckle,-0.00726512,0.01958277,1.0000
speckle,0.00825598,0.02155432,1.0000
speckle,0.00863115,0.01437000,1.0000
speckle,0.00460631,0.01467348,1.0000
speckle,-0.00276902,0.01548674,1.0000
speckle,0.00338826,0.01567662,1.0000
speckle,-0.00820866,0.01699740,1.0000
speckle,-0.00025893,0.02051764,1.0000
speckle,-0.00709306,0.02407061,1.0000
speckle,0.00335220,0.02063740,1.0000
speckle,-0.00390543,0.02234645,1.0000
speckle,0.00563819,0.02864009,1.0000
speckle,0.00580536,0.02855299,1.0000
speckle,-0.00816620,0.02760292,1.0000
speckle,-0.00079197,0.01185531,1.0000
speckle,0.00748138,0.01589443,1.0000
speckle,0.00858459,0.01242168,1.0000
speckle,-0.00421228,0.02382339,1.0000
speckle,-0.00006902,0.02727487,1.0000
speckle,0.00038893,0.02246916,1.0000
speckle,-0.00388841,0.02910975,1.0000
speckle,0.00077898,0.01286133,1.0000
speckle,-0.00288204,0.01891089,1.0000
speckle,0.00272007,0.01595543,1.0000
speckle,-0.00821655,0.02721280,1.0000
speckle,-0.00503223,0.02868051,1.0000
speckle,0.00271983,0.01828682,1.0000
speckle,-0.00295550,0.02283339,1.0000
speckle,-0.00326544,0.02181113,1.0000
speckle,0.00370104,0.02663301,1.0000
speckle,-0.00102918,0.01619920,1.0000
speckle,-0.00691926,0.02561336,1.0000
speckle,-0.00029623,0.02913205,1.0000
speckle,0.00507130,0.01121799,1.0000
speckle,-0.00276133,0.01914497,1.0000
speckle,-0.00627237,0.02822815,1.0000
speckle,0.00398207,0.01583378,1.0000
speckle,0.00889627,0.02658303,1.0000
speckle,0.00362575,0.02322731,1.0000
speckle,-0.00862635,0.01644254,1.0000
speckle,-0.00593146,0.02121225,1.0000
speckle,-0.00874785,0.01644871,1.0000
speckle,-0.00293568,0.01753455,1.0000
speckle,0.00074949,0.01345439,1.0000
speckle,-0.00373068,0.02815642,1.0000
speckle,-0.00179423,0.01998869,1.0000
speckle,-0.00666678,0.01918599,1.0000
speckle,-0.00337990,0.01038331,1.0000
speckle,0.00448371,0.02922666,1.0000
speckle,-0.00317192,0.02398576,1.0000
speckle,-0.00049048,0.01592265,1.0000
speckle,0.00834738,0.02932538,1.0000
speckle,0.00138608,0.01315342,1.0000
speckle,0.00122635,0.02789349,1.0000
speckle,-0.00108842,0.02366945,1.0000
speckle,0.00435484,0.02776338,1.0000
speckle,-0.00677884,0.02098862,1.0000
speckle,-0.00360805,0.01809162,1.0000
speckle,0.00640849,0.01895187,1.0000
speckle,-0.00766135,0.01136765,1.0000
speckle,0.00265668,0.02161857,1.0000
speckle,-0.00522370,0.02845190,1.0000
speckle,-0.00417497,0.01073744,1.0000
speckle,0.00072215,0.01894189,1.0000
speckle,0.00322529,0.01199511,1.0000
speckle,0.00022161,0.01407233,1.0000
speckle,-0.00342615,0.02203851,1.0000
speckle,0.00833596,0.02792387,1.0000
speckle,-0.00261198,0.01317015,1.0000
speckle,0.00665152,0.01747082,1.0000
speckle,-0.00239077,0.01582222,1.0000
speckle,-0.00279453,0.02926396,1.0000
speckle,0.00703687,0.01199941,1.0000
speckle,0.00428364,0.01891788,1.0000
speckle,0.00926083,0.02589150,1.0000
speckle,-0.00397368,0.02593005,1.0000
speckle,0.00884278,0.01852234,1.0000
speckle,0.00745286,0.01300761,1.0000
speckle,0.00163899,0.01196991,1.0000
speckle,-0.00549366,0.01950749,1.0000
speckle,0.00690949,0.02944078,1.0000
speckle,-0.00815702,0.02892585,1.0000
speckle,0.00481494,0.01201590,1.0000
speckle,-0.00170214,0.02803956,1.0000
speckle,-0.00160714,0.02108279,1.0000
speckle,0.00395264,0.02495173,1.0000
speckle,-0.00222273,0.02104502,1.0000
speckle,-0.00860602,0.02632922,1.0000
speckle,0.00629020,0.01619594,1.0000
speckle,0.00111448,0.01929097,1.0000
speckle,-0.00889541,0.01034747,1.0000
speckle,-0.00446167,0.02884692,1.0000
speckle,0.00628377,0.01946730,1.0000
speckle,0.00289168,0.02761812,1.0000
speckle,-0.00155745,0.01984260,1.0000
speckle,0.00353145,0.01504816,1.0000
speckle,0.00929346,0.01159446,1.0000
speckle,0.00461663,0.02157268,1.0000
speckle,0.00123280,0.02714591,1.0000
speckle,0.00240633,0.01953519,1.0000
speckle,0.00365181,0.01261992,1.0000
speckle,0.00023549,0.02146012,1.0000
speckle,0.00649127,0.01345924,1.0000
speckle,-0.00830000,0.01650181,1.0000
speckle,0.00711236,0.01292865,1.0000
speckle,-0.00151314,0.02799483,1.0000
speckle,-0.00270749,0.01592321,1.0000
speckle,0.00055671,0.02846455,1.0000
speckle,0.00026069,0.02516898,1.0000
speckle,-0.00595495,0.01213347,1.0000
speckle,0.00474942,0.02084802,1.0000
speckle,0.00700193,0.02634035,1.0000
speckle,0.00347738,0.01614080,1.0000
speckle,0.00348634,0.02365392,1.0000
speckle,-0.00759833,0.02155290,1.0000
speckle,0.00607832,0.01055021,1.0000
speckle,0.00034161,0.01753648,1.0000
speckle,-0.00028390,0.01690207,1.0000
speckle,0.00772281,0.01228691,1.0000
speckle,-0.00585776,0.02770290,1.0000
speckle,0.00213245,0.02642947,1.0000
speckle,0.00048227,0.02062266,1.0000
speckle,0.00096092,0.02497235,1.0000
speckle,-0.00725743,0.01923353,1.0000
speckle,-0.00796367,0.02618559,1.0000
speckle,0.00796010,0.01960265,1.0000
speckle,-0.00354242,0.01733383,1.0000
speckle,0.00596033,0.02756069,1.0000
speckle,0.00183579,0.02511364,1.0000
speckle,-0.00296955,0.02407196,1.0000
speckle,-0.00885932,0.02610274,1.0000
speckle,-0.00521967,0.02692222,1.0000
speckle,-0.00792223,0.02370187,1.0000
speckle,0.00533976,0.01180806,1.0000
speckle,0.00516422,0.02499228,1.0000
speckle,-0.00860068,0.01239166,1.0000
speckle,0.00550944,0.02026150,1.0000
speckle,-0.00828581,0.01260709,1.0000
speckle,-0.00464337,0.01158520,1.0000
speckle,0.00315062,0.02493828,1.0000
speckle,0.00530857,0.02814990,1.0000
speckle,-0.00553846,0.02778279,1.0000
speckle,-0.00769335,0.02670971,1.0000
speckle,0.00830669,0.02870656,1.0000
speckle,-0.00286067,0.01341481,1.0000
speckle,0.00001193,0.02443395,1.0000
speckle,-0.00485374,0.02136257,1.0000
speckle,-0.00753681,0.02151579,1.0000
speckle,-0.00913709,0.01450976,1.0000
speckle,0.00755121,0.02072025,1.0000
speckle,0.00890330,0.01221450,1.0000
speckle,-0.00537651,0.02008139,1.0000
speckle,0.00390581,0.01740938,1.0000
speckle,0.00168035,0.01882952,1.0000
speckle,0.00860566,0.01380846,1.0000
speckle,-0.00272934,0.01766453,1.0000
speckle,-0.00727851,0.02940149,1.0000
speckle,-0.00707603,0.01244013,1.0000
speckle,-0.00684485,0.02508811,1.0000
speckle,0.00384894,0.02110836,1.0000
speckle,-0.00863656,0.01666544,1.0000
speckle,0.00188732,0.01635293,1.0000
speckle,0.00895217,0.01891274,1.0000
speckle,0.00101362,0.01593743,1.0000
speckle,0.00668087,0.01396243,1.0000
speckle,-0.00809135,0.02661653,1.0000
speckle,-0.00045728,0.02347514,1.0000
speckle,-0.00602921,0.02967523,1.0000
speckle,-0.00015701,0.01234033,1.0000
speckle,-0.00116450,0.02307584,1.0000
speckle,-0.00780189,0.01308133,1.0000
speckle,-0.00186826,0.02175681,1.0000
speckle,-0.00748762,0.02825063,1.0000
speckle,0.00898364,0.01155538,1.0000
speckle,0.00893390,0.01686945,1.0000
speckle,0.00178526,0.02951883,1.0000
speckle,-0.00709207,0.02655932,1.0000
speckle,0.00423377,0.01570326,1.0000
speckle,0.00401368,0.02158922,1.0000
speckle,-0.00426811,0.02561616,1.0000
speckle,0.00270403,0.01806457,1.0000
speckle,-0.00045447,0.02200141,1.0000
speckle,-0.00179646,0.01969994,1.0000
speckle,-0.00415686,0.02519919,1.0000
speckle,-0.00005125,0.02249040,1.0000
speckle,-0.00686936,0.01223231,1.0000
speckle,-0.00840637,0.01162364,1.0000
speckle,0.00334842,0.02915821,1.0000
speckle,-0.00220650,0.02347656,1.0000
speckle,-0.00652855,0.02236616,1.0000
speckle,-0.00758893,0.01178443,1.0000
speckle,0.00473026,0.02519090,1.0000
speckle,0.00550335,0.01421748,1.0000
speckle,0.00304735,0.01981086,1.0000
speckle,0.00676184,0.02090443,1.0000
speckle,0.00850851,0.01091301,1.0000
speckle,-0.00130836,0.02804982,1.0000
speckle,-0.00218776,0.01640245,1.0000
speckle,-0.00232487,0.01921733,1.0000
speckle,-0.00878224,0.02109933,1.0000
speckle,0.00677478,0.01617906,1.0000
speckle,0.00387391,0.01983470,1.0000
speckle,-0.00687162,0.02418503,1.0000
speckle,-0.00023585,0.01242201,1.0000
speckle,0.00329046,0.02310552,1.0000
speckle,0.00348503,0.02140088,1.0000
speckle,-0.00045287,0.02687442,1.0000
speckle,0.00012568,0.01789287,1.0000
speckle,-0.00009981,0.02913489,1.0000
speckle,0.00219847,0.01714362,1.0000
speckle,0.00898232,0.01651737,1.0000
speckle,-0.00887084,0.01117530,1.0000
speckle,0.00633436,0.01706821,1.0000
speckle,0.00455067,0.01082186,1.0000
speckle,0.00735725,0.01692038,1.0000
speckle,-0.00756982,0.01699577,1.0000
speckle,-0.00268152,0.01711462,1.0000
speckle,0.00303131,0.01510371,1.0000
speckle,0.00278396,0.02179511,1.0000
speckle,0.00771531,0.01157070,1.0000
speckle,-0.00366765,0.01684933,1.0000
speckle,-0.00902941,0.01662667,1.0000
speckle,-0.00073490,0.02704935,1.0000
speckle,0.00127933,0.02778735,1.0000
speckle,-0.00438756,0.02380159,1.0000
speckle,0.00165420,0.02942384,1.0000
speckle,-0.00229853,0.01787184,1.0000
speckle,0.00136373,0.02598154,1.0000
speckle,-0.00751893,0.02339716,1.0000
speckle,-0.00308381,0.02005371,1.0000
speckle,0.00498019,0.01688706,1.0000
speckle,0.00215876,0.01734869,1.0000
speckle,-0.00120337,0.01994086,1.0000
speckle,0.00652988,0.02557070,1.0000
speckle,0.00639915,0.02069518,1.0000
speckle,-0.00399772,0.01122211,1.0000
speckle,0.00932908,0.01809933,1.0000
speckle,-0.00515334,0.02471203,1.0000
speckle,-0.00767119,0.02667723,1.0000
speckle,-0.00813533,0.02584300,1.0000
speckle,-0.00046495,0.01436894,1.0000
speckle,0.00555825,0.02293981,1.0000
speckle,-0.00372528,0.02590006,1.0000
speckle,-0.00126128,0.02077498,1.0000
speckle,-0.00563855,0.01810464,1.0000
speckle,0.00234932,0.01909263,1.0000
speckle,0.00495271,0.01380366,1.0000
speckle,-0.00905026,0.02394463,1.0000
speckle,0.00681894,0.02149076,1.0000
speckle,-0.00539649,0.02896507,1.0000
speckle,0.00455351,0.01936553,1.0000
speckle,0.00821866,0.02063476,1.0000
speckle,0.00215114,0.02522091,1.0000
speckle,-0.00124598,0.02128266,1.0000
speckle,0.00238306,0.02043203,1.0000
speckle,-0.00255164,0.01316623,1.0000
speckle,-0.00657111,0.02359495,1.0000
speckle,-0.00375482,0.01874654,1.0000
speckle,-0.00340932,0.02640616,1.0000
speckle,-0.00164616,0.02627999,1.0000
speckle,0.00274560,0.01527506,1.0000
speckle,0.00190317,0.01817380,1.0000
speckle,-0.00478297,0.02634824,1.0000
speckle,-0.00067380,0.02116061,1.0000
speckle,-0.00120070,0.02285029,1.0000
speckle,-0.00870433,0.01339155,1.0000
speckle,0.00570652,0.02307821,1.0000
speckle,-0.00609148,0.02683891,1.0000
speckle,0.00871919,0.01972533,1.0000
speckle,-0.00902572,0.02697593,1.0000
speckle,-0.00782212,0.02197103,1.0000
speckle,0.00690283,0.02777115,1.0000
speckle,-0.00174827,0.01735062,1.0000
speckle,0.00295970,0.01205194,1.0000
speckle,0.00833145,0.02435015,1.0000
speckle,-0.00675747,0.01247149,1.0000
speckle,0.00440823,0.02839895,1.0000
speckle,0.00041280,0.02638224,1.0000
speckle,0.00845388,0.02837218,1.0000
speckle,-0.00466601,0.02746056,1.0000
speckle,-0.00492416,0.01267217,1.0000
speckle,0.00576572,0.01668815,1.0000
speckle,0.00158533,0.01786504,1.0000
speckle,0.00466944,0.01487720,1.0000
speckle,-0.00145006,0.01309899,1.0000
speckle,-0.00610710,0.02911652,1.0000
speckle,-0.00113786,0.01523353,1.0000
speckle,0.00168224,0.01981296,1.0000
speckle,-0.00235555,0.02870499,1.0000
speckle,-0.00344999,0.01852136,1.0000
speckle,0.00343548,0.02898832,1.0000
speckle,0.00713335,0.02847726,1.0000
speckle,-0.00257564,0.02418402,1.0000
speckle,0.00604167,0.01070884,1.0000
speckle,0.00877594,0.02205281,1.0000
speckle,0.00641969,0.02314713,1.0000
speckle,0.00828795,0.02369924,1.0000
speckle,0.00542949,0.01494971,1.0000
speckle,0.00099128,0.01629981,1.0000
speckle,0.00861949,0.01733939,1.0000
speckle,0.00587031,0.01266784,1.0000
speckle,0.00689872,0.02693835,1.0000
speckle,-0.00209674,0.02794991,1.0000
speckle,-0.00201206,0.02927306,1.0000
speckle,-0.00459597,0.01205086,1.0000
speckle,0.00606691,0.01486793,1.0000
speckle,-0.00544473,0.02757079,1.0000
speckle,0.00781875,0.02254824,1.0000
speckle,0.00713398,0.02517477,1.0000
speckle,-0.00176177,0.01095730,1.0000
speckle,0.00688916,0.02627004,1.0000
speckle,0.00828131,0.01943917,1.0000
speckle,-0.00163633,0.02661857,1.0000
speckle,0.00408686,0.02730917,1.0000
speckle,0.00602054,0.02629338,1.0000
speckle,0.00373147,0.02012289,1.0000
speckle,-0.00278510,0.02198105,1.0000
speckle,0.00589245,0.02461304,1.0000
speckle,-0.00087868,0.01083061,1.0000
speckle,-0.00842054,0.02274689,1.0000
speckle,0.00244694,0.02564577,1.0000
speckle,-0.00684147,0.01807284,1.0000
speckle,0.00241197,0.01638620,1.0000
speckle,0.00030768,0.02911149,1.0000
speckle,0.00621568,0.02510536,1.0000
speckle,0.00652286,0.02360362,1.0000
speckle,0.00550168,0.01649634,1.0000
speckle,-0.00040673,0.02456234,1.0000
speckle,-0.00449922,0.02363686,1.0000
speckle,0.00614325,0.02581086,1.0000
speckle,-0.00566512,0.01834123,1.0000
speckle,-0.00598048,0.02730197,1.0000
speckle,0.00836143,0.02745622,1.0000
speckle,-0.00517964,0.02869332,1.0000
speckle,0.00795451,0.02285387,1.0000
speckle,0.00238059,0.02789279,1.0000
speckle,0.00891360,0.01414636,1.0000
speckle,0.00378371,0.01357387,1.0000
speckle,-0.00186054,0.01862073,1.0000
speckle,-0.00450903,0.01202779,1.0000
speckle,-0.00248310,0.02867652,1.0000
speckle,-0.00719381,0.02424052,1.0000
speckle,-0.00121902,0.02814779,1.0000
speckle,-0.00087029,0.02336803,1.0000
speckle,-0.00717197,0.02414314,1.0000
speckle,-0.00581777,0.02702157,1.0000
speckle,0.00530389,0.01588646,1.0000
speckle,-0.00010964,0.01282587,1.0000
speckle,0.00669915,0.02194161,1.0000
speckle,0.00930990,0.01578956,1.0000
speckle,0.00333115,0.01841562,1.0000
speckle,-0.00171975,0.01313129,1.0000
speckle,0.00221239,0.02790217,1.0000
speckle,-0.00245081,0.02357478,1.0000
speckle,-0.00078651,0.01050021,1.0000
speckle,0.00362884,0.02362494,1.0000
speckle,0.00401072,0.02404399,1.0000
speckle,0.00443876,0.01527078,1.0000
speckle,-0.00760875,0.01143979,1.0000
speckle,-0.00314218,0.01485592,1.0000
speckle,0.00767466,0.02963675,1.0000
speckle,0.00825925,0.02906387,1.0000
speckle,0.00184676,0.02481589,1.0000
speckle,-0.00854438,0.01522094,1.0000
speckle,0.00224957,0.01616864,1.0000
speckle,-0.00197970,0.01749548,1.0000
speckle,0.00879949,0.02115547,1.0000
speckle,0.00151315,0.01534966,1.0000
speckle,0.00007044,0.02834834,1.0000
speckle,0.00710446,0.01285924,1.0000
speckle,-0.00343443,0.02059022,1.0000
speckle,-0.00673424,0.01256674,1.0000
speckle,-0.00856975,0.01278071,1.0000
speckle,0.00698758,0.02649520,1.0000
speckle,0.00465908,0.02826900,1.0000
speckle,-0.00408100,0.02731257,1.0000
speckle,0.00212311,0.02507434,1.0000
speckle,0.00738223,0.01642153,1.0000
speckle,0.00929782,0.02511530,1.0000
speckle,-0.00655622,0.02684885,1.0000
speckle,0.00295949,0.02578547,1.0000
speckle,-0.00839942,0.01318324,1.0000
speckle,-0.00507862,0.01099573,1.0000
speckle,-0.00450779,0.02399568,1.0000
speckle,-0.00119512,0.02960691,1.0000
speckle,0.00803148,0.01109136,1.0000
speckle,-0.00269742,0.02405517,1.0000
speckle,-0.00027825,0.01986398,1.0000
speckle,0.00650176,0.02711746,1.0000
speckle,-0.00707530,0.01211541,1.0000
speckle,0.00692165,0.01380471,1.0000
speckle,-0.00623605,0.02016951,1.0000
speckle,-0.00427152,0.02758335,1.0000
speckle,0.00161074,0.02162082,1.0000
speckle,0.00886659,0.02050470,1.0000
speckle,0.00133081,0.01837853,1.0000
speckle,-0.00795549,0.02520412,1.0000
speckle,0.00332588,0.02751493,1.0000
speckle,-0.00891191,0.02351746,1.0000
speckle,0.00339602,0.01794689,1.0000
speckle,0.00169836,0.02875367,1.0000
speckle,0.00633517,0.01328324,1.0000
speckle,-0.00787601,0.02641556,1.0000
speckle,0.00299934,0.01910868,1.0000
speckle,0.00855779,0.02182756,1.0000
speckle,-0.00929086,0.02911355,1.0000
speckle,0.00293605,0.02874738,1.0000
speckle,-0.00329159,0.02449198,1.0000
speckle,0.00440521,0.02887361,1.0000
speckle,0.00130018,0.01440052,1.0000
speckle,-0.00848477,0.02278669,1.0000
speckle,-0.00332439,0.01137738,1.0000
speckle,-0.00807039,0.02876686,1.0000
speckle,-0.00222985,0.01803785,1.0000
speckle,-0.00605340,0.02902196,1.0000
speckle,0.00687169,0.01203025,1.0000
speckle,0.00662410,0.01346105,1.0000
speckle,0.00525446,0.01582776,1.0000
speckle,0.00474810,0.02298885,1.0000
speckle,-0.00713268,0.01982239,1.0000
speckle,-0.00127166,0.02594325,1.0000
speckle,-0.00357010,0.02358826,1.0000
speckle,-0.00693181,0.02321109,1.0000
speckle,0.00624259,0.02024547,1.0000
speckle,-0.00019509,0.02747701,1.0000
speckle,-0.00044293,0.02122331,1.0000
speckle,-0.00144627,0.02497592,1.0000
speckle,0.00584669,0.02220903,1.0000
speckle,-0.00123881,0.01856473,1.0000
speckle,-0.00863976,0.01692985,1.0000
speckle,-0.00068573,0.01465007,1.0000
speckle,0.00350125,0.01330835,1.0000
speckle,-0.00008794,0.02251346,1.0000
speckle,0.00046394,0.01593964,1.0000
speckle,-0.00117772,0.02789983,1.0000
speckle,-0.00042091,0.01318297,1.0000
speckle,-0.00699755,0.02781633,1.0000
speckle,0.00642091,0.02044799,1.0000
speckle,-0.00384495,0.01122593,1.0000
speckle,-0.00796119,0.01117484,1.0000
speckle,-0.00737652,0.01854332,1.0000
speckle,-0.00762369,0.02312059,1.0000
speckle,0.00128739,0.01521558,1.0000
speckle,-0.00460863,0.01188633,1.0000
speckle,0.00006476,0.01251035,1.0000
speckle,0.00303767,0.01378331,1.0000
speckle,-0.00597449,0.01792337,1.0000
speckle,-0.00783414,0.02730905,1.0000
speckle,-0.00380423,0.02169184,1.0000
speckle,-0.00084603,0.02330304,1.0000
speckle,0.00232764,0.01544244,1.0000
speckle,0.00877433,0.02720409,1.0000
speckle,0.00464415,0.02201863,1.0000
speckle,0.00698638,0.01236281,1.0000
speckle,0.00064627,0.01041343,1.0000
speckle,-0.00043015,0.02372104,1.0000
speckle,0.00693307,0.02903659,1.0000
speckle,0.00191548,0.01974242,1.0000
speckle,0.00222779,0.02919408,1.0000
speckle,-0.00261830,0.02337178,1.0000
speckle,0.00357752,0.01796295,1.0000
speckle,-0.00371005,0.01272674,1.0000
speckle,-0.00913913,0.01247110,1.0000
speckle,-0.00910136,0.02912810,1.0000
speckle,0.00674943,0.01435905,1.0000
speckle,0.00279412,0.02290495,1.0000
speckle,-0.00120718,0.02244555,1.0000
speckle,0.00545222,0.01400374,1.0000
speckle,-0.00374274,0.01929046,1.0000
speckle,-0.00048901,0.01072325,1.0000
speckle,0.00380884,0.02899902,1.0000
speckle,-0.00053600,0.02698005,1.0000
speckle,0.00160225,0.01420597,1.0000
speckle,0.00130529,0.02647647,1.0000
speckle,-0.00844266,0.01045276,1.0000
speckle,0.00245171,0.02413400,1.0000
speckle,0.00901435,0.02676316,1.0000
speckle,0.00445707,0.02185929,1.0000
speckle,0.00102093,0.01594103,1.0000
speckle,-0.00023507,0.01973036,1.0000
speckle,0.00171154,0.02216301,1.0000
speckle,0.00335896,0.02614377,1.0000
speckle,-0.00022745,0.02415723,1.0000
speckle,0.00053221,0.01848689,1.0000
speckle,-0.00346202,0.01153211,1.0000
speckle,0.00738609,0.01839247,1.0000
speckle,-0.00050125,0.01989890,1.0000
speckle,0.00825253,0.01702722,1.0000
speckle,0.00371327,0.01070365,1.0000
speckle,-0.00293567,0.01480280,1.0000
speckle,-0.00526960,0.02793596,1.0000
speckle,-0.00302392,0.02198074,1.0000
speckle,0.00643838,0.02304499,1.0000
speckle,0.00397404,0.02892019,1.0000
speckle,0.00626192,0.02335828,1.0000
speckle,0.00441019,0.02574187,1.0000
speckle,0.00563540,0.02668391,1.0000
speckle,0.00229064,0.01577967,1.0000
speckle,0.00468598,0.02324090,1.0000
speckle,0.00198808,0.01225753,1.0000
speckle,-0.00157949,0.02957908,1.0000
speckle,-0.00851547,0.01065173,1.0000
speckle,0.00716103,0.01722665,1.0000
speckle,-0.00641822,0.02636220,1.0000
speckle,0.00741580,0.01092022,1.0000
speckle,-0.00820309,0.01865404,1.0000
speckle,0.00221018,0.01264135,1.0000
speckle,-0.00300190,0.01719167,1.0000
speckle,-0.00852248,0.02732764,1.0000
speckle,0.00357455,0.02029852,1.0000
speckle,0.00318633,0.02400426,1.0000
speckle,0.00802068,0.01879384,1.0000
speckle,-0.00080585,0.02662698,1.0000
speckle,-0.00731450,0.01235430,1.0000
speckle,0.00207876,0.02547383,1.0000
speckle,0.00841081,0.02627804,1.0000
speckle,-0.00861097,0.01234498,1.0000
speckle,0.00244261,0.02719487,1.0000
speckle,0.00772653,0.01334643,1.0000
speckle,-0.00390809,0.01886545,1.0000
speckle,0.00011086,0.02451151,1.0000
speckle,-0.00753327,0.02285360,1.0000
speckle,-0.00310938,0.01297279,1.0000
speckle,0.00655359,0.01881870,1.0000
speckle,-0.00158390,0.02521924,1.0000
speckle,-0.00478806,0.02599742,1.0000
speckle,-0.00298318,0.02009744,1.0000
speckle,-0.00779760,0.01752527,1.0000
speckle,0.00479109,0.01729648,1.0000
speckle,0.00310191,0.01324126,1.0000
speckle,0.00476593,0.01848141,1.0000
speckle,-0.00511018,0.02585431,1.0000
speckle,-0.00162790,0.01824060,1.0000
speckle,-0.00077544,0.02683638,1.0000
speckle,0.00553862,0.01731842,1.0000
speckle,-0.00884046,0.01312434,1.0000
speckle,-0.00921296,0.02594119,1.0000
speckle,0.00834049,0.01194470,1.0000
speckle,-0.00348167,0.02934973,1.0000
speckle,-0.00631070,0.01149249,1.0000
speckle,0.00487282,0.02310742,1.0000
speckle,0.00265956,0.02780872,1.0000
speckle,-0.00831318,0.02255319,1.0000
speckle,0.00401135,0.02311102,1.0000
speckle,0.00037183,0.01603705,1.0000
speckle,-0.00184235,0.02350889,1.0000
speckle,0.00100788,0.01620387,1.0000
speckle,0.00456271,0.02793908,1.0000
speckle,-0.00925144,0.01572775,1.0000
speckle,0.00052248,0.02815674,1.0000
speckle,0.00376555,0.01895607,1.0000
speckle,-0.00554349,0.02086185,1.0000
speckle,0.00542082,0.02294952,1.0000
speckle,0.00371245,0.02752089,1.0000
speckle,0.00529339,0.01814741,1.0000
speckle,-0.00870496,0.01678916,1.0000
speckle,0.00423186,0.02465701,1.0000
speckle,-0.00703109,0.02954333,1.0000
speckle,-0.00406216,0.01210070,1.0000
speckle,0.00097357,0.02041392,1.0000
speckle,0.00483247,0.01340453,1.0000
speckle,-0.00887564,0.02575401,1.0000
speckle,0.00173907,0.01498199,1.0000
speckle,0.00515417,0.02439428,1.0000
speckle,0.00915475,0.01244257,1.0000
speckle,-0.00827302,0.01753579,1.0000
speckle,0.00238740,0.01717678,1.0000
speckle,-0.00850262,0.02292867,1.0000
speckle,0.00445294,0.01909105,1.0000
speckle,0.00907947,0.02592452,1.0000
speckle,0.00919320,0.02127259,1.0000
speckle,0.00741357,0.02247824,1.0000
speckle,0.00062583,0.02185365,1.0000
speckle,-0.00281366,0.01581999,1.0000
speckle,0.00535404,0.02416818,1.0000
speckle,0.00324176,0.02415841,1.0000
speckle,0.00036973,0.01510409,1.0000
speckle,-0.00323648,0.02159796,1.0000
speckle,0.00606944,0.01730859,1.0000
speckle,-0.00755783,0.02410582,1.0000
speckle,0.00617463,0.01188977,1.0000
speckle,-0.00823076,0.02753708,1.0000
speckle,-0.00044644,0.01895558,1.0000
speckle,-0.00245727,0.02050936,1.0000
speckle,0.00165890,0.02036753,1.0000
speckle,-0.00197809,0.01541566,1.0000
speckle,-0.00002205,0.01851439,1.0000
speckle,-0.00112650,0.02836209,1.0000
speckle,-0.00019663,0.02918149,1.0000
speckle,0.00608766,0.01310032,1.0000
speckle,-0.00701007,0.02409632,1.0000
speckle,-0.00696756,0.02396778,1.0000
speckle,0.00682951,0.01259033,1.0000
speckle,-0.00540232,0.01948310,1.0000
speckle,0.00463413,0.02861495,1.0000
speckle,-0.00245656,0.02876534,1.0000
speckle,0.00191008,0.01822723,1.0000
speckle,-0.00712771,0.02139224,1.0000
speckle,-0.00864270,0.01327411,1.0000
speckle,-0.00241641,0.02952579,1.0000
speckle,-0.00369871,0.01972696,1.0000
speckle,0.00547463,0.01305751,1.0000
speckle,0.00168494,0.01124383,1.0000
speckle,0.00741196,0.02754771,1.0000
speckle,-0.00534707,0.02619103,1.0000
speckle,-0.00021068,0.01267316,1.0000
speckle,-0.00284540,0.02718627,1.0000
speckle,-0.00154959,0.02141735,1.0000
speckle,0.00123636,0.02776557,1.0000
speckle,0.00528937,0.01951941,1.0000
speckle,0.00413663,0.02205077,1.0000
speckle,0.00492468,0.02009242,1.0000
speckle,-0.00073440,0.01902863,1.0000
speckle,-0.00095739,0.02710710,1.0000
speckle,-0.00328593,0.02581635,1.0000
speckle,0.00309264,0.01824679,1.0000
speckle,-0.00502294,0.01797070,1.0000
speckle,0.00077070,0.02888674,1.0000
speckle,0.00733281,0.02457671,1.0000
speckle,0.00274323,0.02709950,1.0000
speckle,0.00389552,0.02139670,1.0000
speckle,0.00556779,0.02402354,1.0000
speckle,0.00114763,0.01270136,1.0000
speckle,0.00111583,0.01403308,1.0000
speckle,0.00223164,0.02149100,1.0000
speckle,-0.00840596,0.02136274,1.0000
speckle,-0.00583936,0.01953121,1.0000
speckle,0.00746105,0.01263349,1.0000
