# SYNTHETIC LiDAR returns for project 02.17 -- LIDAR-FRAME meters (x,y,z)
# true_r/g/b: exact flat surface color the ray hit, [0,255] -- EVALUATION-ONLY ground truth
# visible: 1 if unobstructed from the CAMERA's own origin, 0 if occluded -- EVALUATION-ONLY
# surface: human-readable object name -- EVALUATION-ONLY
# regenerate: python make_synthetic.py --seed 42
# 3368 points, 138 ground-truth-occluded (the occlusion cohort), range noise sigma=0.02 m
x,y,z,true_r,true_g,true_b,visible,surface
6.862928,2.232126,-1.799350,100.0,100.0,100.0,1,ground
6.842630,2.296768,-1.799601,100.0,100.0,100.0,1,ground
6.793373,2.351412,-1.792373,100.0,100.0,100.0,1,ground
6.816757,2.431395,-1.804485,100.0,100.0,100.0,1,ground
6.787768,2.493118,-1.802926,100.0,100.0,100.0,1,ground
6.754406,2.553070,-1.800351,100.0,100.0,100.0,1,ground
6.422103,2.496606,-1.717949,60.0,90.0,200.0,1,blue_box
6.269025,2.505085,-1.683216,60.0,90.0,200.0,1,blue_box
6.077016,2.494761,-1.637877,60.0,90.0,200.0,1,blue_box
5.921708,2.496209,-1.602264,60.0,90.0,200.0,1,blue_box
5.796590,2.507803,-1.574710,60.0,90.0,200.0,1,blue_box
5.622289,2.495304,-1.533655,60.0,90.0,200.0,1,blue_box
5.526989,2.515368,-1.514033,60.0,90.0,200.0,1,blue_box
5.545583,2.586938,-1.525711,60.0,90.0,200.0,1,blue_box
5.536565,2.646290,-1.529997,60.0,90.0,200.0,1,blue_box
5.532620,2.708491,-1.535865,60.0,90.0,200.0,1,blue_box
5.558136,2.785959,-1.550139,60.0,90.0,200.0,1,blue_box
5.580626,2.863087,-1.563838,60.0,90.0,200.0,1,blue_box
5.535832,2.906066,-1.558862,60.0,90.0,200.0,1,blue_box
5.579128,2.995929,-1.578903,60.0,90.0,200.0,1,blue_box
5.550101,3.047803,-1.578715,60.0,90.0,200.0,1,blue_box
5.551208,3.116585,-1.587282,60.0,90.0,200.0,1,blue_box
5.551826,3.185835,-1.595939,60.0,90.0,200.0,1,blue_box
5.561147,3.260952,-1.607347,60.0,90.0,200.0,1,blue_box
5.544745,3.321665,-1.611547,60.0,90.0,200.0,1,blue_box
5.564657,3.404976,-1.626553,60.0,90.0,200.0,1,blue_box
5.528847,3.454807,-1.625493,60.0,90.0,200.0,1,blue_box
6.614589,-4.133254,-1.800721,100.0,100.0,100.0,1,ground
6.633421,-4.058946,-1.795397,100.0,100.0,100.0,1,ground
6.694360,-4.010360,-1.801622,100.0,100.0,100.0,1,ground
6.712791,-3.936254,-1.796559,100.0,100.0,100.0,1,ground
6.751913,-3.874488,-1.797216,100.0,100.0,100.0,1,ground
6.816540,-3.826973,-1.804777,100.0,100.0,100.0,1,ground
6.825539,-3.748201,-1.797765,100.0,100.0,100.0,1,ground
6.867345,-3.687687,-1.799580,100.0,100.0,100.0,1,ground
6.918467,-3.631888,-1.803963,100.0,100.0,100.0,1,ground
6.931794,-3.556292,-1.798654,100.0,100.0,100.0,1,ground
6.997419,-3.507385,-1.807060,100.0,100.0,100.0,1,ground
6.988293,-3.421115,-1.796331,100.0,100.0,100.0,1,ground
7.035845,-3.362896,-1.800360,100.0,100.0,100.0,1,ground
7.072597,-3.299269,-1.801760,100.0,100.0,100.0,1,ground
7.084868,-3.224369,-1.797097,100.0,100.0,100.0,1,ground
7.151686,-3.174086,-1.806408,100.0,100.0,100.0,1,ground
3.632635,-1.571602,-0.913782,200.0,60.0,60.0,1,occluder
3.680382,-1.551411,-0.922089,200.0,60.0,60.0,1,occluder
3.682025,-1.511560,-0.918905,200.0,60.0,60.0,1,occluder
3.646722,-1.457220,-0.906641,200.0,60.0,60.0,1,occluder
3.663317,-1.424122,-0.907404,200.0,60.0,60.0,1,occluder
3.638443,-1.375280,-0.898005,200.0,60.0,60.0,1,occluder
3.628899,-1.332879,-0.892522,200.0,60.0,60.0,1,occluder
3.643251,-1.299471,-0.893012,200.0,60.0,60.0,1,occluder
3.647895,-1.262658,-0.891206,200.0,60.0,60.0,1,occluder
3.659939,-1.228479,-0.891292,200.0,60.0,60.0,1,occluder
3.669385,-1.193446,-0.890825,200.0,60.0,60.0,1,occluder
3.645341,-1.147902,-0.882333,200.0,60.0,60.0,1,occluder
3.631569,-1.106206,-0.876448,200.0,60.0,60.0,1,occluder
3.714537,-1.093485,-0.893955,200.0,60.0,60.0,1,occluder
3.671637,-1.043507,-0.881234,200.0,60.0,60.0,1,occluder
3.653426,-1.001365,-0.874569,200.0,60.0,60.0,1,occluder
3.648456,-0.963277,-0.871176,200.0,60.0,60.0,1,occluder
3.657300,-0.928979,-0.871167,200.0,60.0,60.0,1,occluder
3.667070,-0.894904,-0.871455,200.0,60.0,60.0,1,occluder
3.658242,-0.856448,-0.867408,200.0,60.0,60.0,1,occluder
3.658009,-0.820253,-0.865489,200.0,60.0,60.0,1,occluder
3.652283,-0.783038,-0.862357,200.0,60.0,60.0,1,occluder
3.637718,-0.744270,-0.857231,200.0,60.0,60.0,1,occluder
3.648534,-0.710869,-0.858170,200.0,60.0,60.0,1,occluder
3.618713,-0.669865,-0.849639,200.0,60.0,60.0,1,occluder
3.648915,-0.640092,-0.855282,200.0,60.0,60.0,1,occluder
3.645629,-0.604299,-0.853144,200.0,60.0,60.0,1,occluder
3.618103,-0.564895,-0.845425,200.0,60.0,60.0,1,occluder
3.647112,-0.534405,-0.850993,200.0,60.0,60.0,1,occluder
3.630047,-0.497146,-0.845885,200.0,60.0,60.0,1,occluder
3.652727,-0.465366,-0.850115,200.0,60.0,60.0,1,occluder
3.632799,-0.428214,-0.844504,200.0,60.0,60.0,1,occluder
3.735116,-0.404766,-0.867368,200.0,60.0,60.0,1,occluder
4.032242,-0.398709,-0.935456,200.0,60.0,60.0,1,occluder
7.756901,-0.693546,-1.797965,100.0,100.0,100.0,1,ground
7.770067,-0.621265,-1.799586,100.0,100.0,100.0,1,ground
7.778376,-0.548503,-1.800239,100.0,100.0,100.0,1,ground
7.773157,-0.474854,-1.797920,100.0,100.0,100.0,1,ground
7.783641,-0.402200,-1.799392,100.0,100.0,100.0,1,ground
7.795874,-0.329493,-1.801426,100.0,100.0,100.0,1,ground
7.798728,-0.256306,-1.801450,100.0,100.0,100.0,1,ground
7.815798,-0.183444,-1.804916,100.0,100.0,100.0,1,ground
7.793211,-0.109735,-1.799383,100.0,100.0,100.0,1,ground
7.827792,-0.036739,-1.807208,100.0,100.0,100.0,1,ground
7.797075,0.036594,-1.800116,100.0,100.0,100.0,1,ground
7.812219,0.110003,-1.803772,100.0,100.0,100.0,1,ground
7.780500,0.182616,-1.796765,100.0,100.0,100.0,1,ground
7.767782,0.255289,-1.794302,100.0,100.0,100.0,1,ground
7.797070,0.329543,-1.801702,100.0,100.0,100.0,1,ground
7.783118,0.402173,-1.799272,100.0,100.0,100.0,1,ground
7.809329,0.477064,-1.806287,100.0,100.0,100.0,1,ground
7.781081,0.548694,-1.800865,100.0,100.0,100.0,1,ground
7.782198,0.622235,-1.802396,100.0,100.0,100.0,1,ground
7.767457,0.694490,-1.800412,100.0,100.0,100.0,1,ground
7.724308,0.763781,-1.791994,100.0,100.0,100.0,1,ground
7.748390,0.839675,-1.799330,100.0,100.0,100.0,1,ground
7.756737,0.914321,-1.803182,100.0,100.0,100.0,1,ground
7.713074,0.982664,-1.795097,100.0,100.0,100.0,1,ground
7.726407,1.058155,-1.800432,100.0,100.0,100.0,1,ground
7.706813,1.129267,-1.798257,100.0,100.0,100.0,1,ground
7.674368,1.198199,-1.793232,100.0,100.0,100.0,1,ground
7.694709,1.275474,-1.800704,100.0,100.0,100.0,1,ground
7.692140,1.349353,-1.802987,100.0,100.0,100.0,1,ground
7.667770,1.419392,-1.800319,100.0,100.0,100.0,1,ground
7.658239,1.492108,-1.801290,100.0,100.0,100.0,1,ground
7.668218,1.568903,-1.807021,100.0,100.0,100.0,1,ground
7.662631,1.642843,-1.809259,100.0,100.0,100.0,1,ground
7.620738,1.708836,-1.803076,100.0,100.0,100.0,1,ground
7.616640,1.783167,-1.805987,100.0,100.0,100.0,1,ground
7.556947,1.844181,-1.795859,100.0,100.0,100.0,1,ground
7.551657,1.918171,-1.798801,100.0,100.0,100.0,1,ground
7.545150,1.992094,-1.801626,100.0,100.0,100.0,1,ground
7.518320,2.060691,-1.799759,100.0,100.0,100.0,1,ground
7.511095,2.134709,-1.802747,100.0,100.0,100.0,1,ground
7.500614,2.208029,-1.805127,100.0,100.0,100.0,1,ground
7.449051,2.269044,-1.797764,100.0,100.0,100.0,1,ground
7.434955,2.341235,-1.799587,100.0,100.0,100.0,1,ground
7.396997,2.405829,-1.795786,100.0,100.0,100.0,1,ground
7.352609,2.467945,-1.790555,100.0,100.0,100.0,1,ground
7.358180,2.546911,-1.797655,100.0,100.0,100.0,1,ground
7.336508,2.616779,-1.798282,100.0,100.0,100.0,1,ground
7.327292,2.691283,-1.802136,100.0,100.0,100.0,1,ground
7.268468,2.747378,-1.793932,100.0,100.0,100.0,1,ground
6.409625,2.491755,-1.587664,60.0,90.0,200.0,1,blue_box
6.234211,2.491174,-1.549938,60.0,90.0,200.0,1,blue_box
6.079565,2.495808,-1.517248,60.0,90.0,200.0,1,blue_box
5.926279,2.498136,-1.484780,60.0,90.0,200.0,1,blue_box
5.786110,2.503269,-1.455485,60.0,90.0,200.0,1,blue_box
5.640503,2.503388,-1.424706,60.0,90.0,200.0,1,blue_box
5.561066,2.530877,-1.410580,60.0,90.0,200.0,1,blue_box
5.555353,2.591496,-1.415239,60.0,90.0,200.0,1,blue_box
5.557245,2.656175,-1.422010,60.0,90.0,200.0,1,blue_box
5.540400,2.712300,-1.424152,60.0,90.0,200.0,1,blue_box
5.538506,2.776119,-1.430300,60.0,90.0,200.0,1,blue_box
5.573478,2.859420,-1.446200,60.0,90.0,200.0,1,blue_box
5.570172,2.924093,-1.452400,60.0,90.0,200.0,1,blue_box
5.539901,2.974864,-1.451724,60.0,90.0,200.0,1,blue_box
5.528099,3.035721,-1.456035,60.0,90.0,200.0,1,blue_box
5.540261,3.110438,-1.466864,60.0,90.0,200.0,1,blue_box
5.533170,3.175130,-1.472813,60.0,90.0,200.0,1,blue_box
5.548101,3.253302,-1.484851,60.0,90.0,200.0,1,blue_box
5.565017,3.333810,-1.497687,60.0,90.0,200.0,1,blue_box
5.548963,3.395373,-1.501878,60.0,90.0,200.0,1,blue_box
5.544199,3.464400,-1.509324,60.0,90.0,200.0,1,blue_box
7.172615,-4.481947,-1.797759,100.0,100.0,100.0,1,ground
7.224002,-4.420318,-1.800160,100.0,100.0,100.0,1,ground
7.273876,-4.357528,-1.802316,100.0,100.0,100.0,1,ground
7.275267,-4.266079,-1.792659,100.0,100.0,100.0,1,ground
7.347826,-4.216445,-1.800706,100.0,100.0,100.0,1,ground
7.369262,-4.137284,-1.796363,100.0,100.0,100.0,1,ground
7.438775,-4.084956,-1.803881,100.0,100.0,100.0,1,ground
7.472978,-4.012905,-1.802961,100.0,100.0,100.0,1,ground
7.504441,-3.939498,-1.801550,100.0,100.0,100.0,1,ground
7.524061,-3.860148,-1.797483,100.0,100.0,100.0,1,ground
7.565047,-3.791902,-1.798691,100.0,100.0,100.0,1,ground
7.608782,-3.724875,-1.800697,100.0,100.0,100.0,1,ground
7.640117,-3.651717,-1.799921,100.0,100.0,100.0,1,ground
7.680442,-3.582821,-1.801419,100.0,100.0,100.0,1,ground
7.733535,-3.519582,-1.806043,100.0,100.0,100.0,1,ground
7.717081,-3.425022,-1.794613,100.0,100.0,100.0,1,ground
3.640115,-1.574838,-0.843037,200.0,60.0,60.0,1,occluder
3.641795,-1.535145,-0.840051,200.0,60.0,60.0,1,occluder
3.645637,-1.496622,-0.837660,200.0,60.0,60.0,1,occluder
3.646333,-1.457065,-0.834641,200.0,60.0,60.0,1,occluder
3.626277,-1.409723,-0.826985,200.0,60.0,60.0,1,occluder
3.651570,-1.380242,-0.829761,200.0,60.0,60.0,1,occluder
3.642566,-1.337899,-0.824825,200.0,60.0,60.0,1,occluder
3.636716,-1.297140,-0.820707,200.0,60.0,60.0,1,occluder
3.636703,-1.258784,-0.818002,200.0,60.0,60.0,1,occluder
3.659227,-1.228240,-0.820438,200.0,60.0,60.0,1,occluder
3.692040,-1.200814,-0.825232,200.0,60.0,60.0,1,occluder
3.674894,-1.157208,-0.818935,200.0,60.0,60.0,1,occluder
3.660867,-1.115131,-0.813441,200.0,60.0,60.0,1,occluder
3.650562,-1.074652,-0.808874,200.0,60.0,60.0,1,occluder
3.622336,-1.029495,-0.800443,200.0,60.0,60.0,1,occluder
3.620826,-0.992430,-0.798016,200.0,60.0,60.0,1,occluder
3.636007,-0.959990,-0.799341,200.0,60.0,60.0,1,occluder
3.603997,-0.915439,-0.790380,200.0,60.0,60.0,1,occluder
3.658666,-0.892853,-0.800496,200.0,60.0,60.0,1,occluder
3.620253,-0.847554,-0.790315,200.0,60.0,60.0,1,occluder
3.677501,-0.824624,-0.801088,200.0,60.0,60.0,1,occluder
3.659967,-0.784685,-0.795629,200.0,60.0,60.0,1,occluder
3.602772,-0.737120,-0.781657,200.0,60.0,60.0,1,occluder
3.606377,-0.702656,-0.780973,200.0,60.0,60.0,1,occluder
3.634469,-0.672782,-0.785655,200.0,60.0,60.0,1,occluder
3.693441,-0.647902,-0.797053,200.0,60.0,60.0,1,occluder
3.659997,-0.606681,-0.788572,200.0,60.0,60.0,1,occluder
3.634487,-0.567453,-0.781893,200.0,60.0,60.0,1,occluder
3.711106,-0.543782,-0.797243,200.0,60.0,60.0,1,occluder
3.665590,-0.502014,-0.786418,200.0,60.0,60.0,1,occluder
3.660439,-0.466349,-0.784339,200.0,60.0,60.0,1,occluder
3.666228,-0.432155,-0.784676,200.0,60.0,60.0,1,occluder
3.700595,-0.401025,-0.791191,200.0,60.0,60.0,1,occluder
4.052509,-0.400713,-0.865588,200.0,60.0,60.0,1,occluder
8.379429,-0.749207,-1.788208,100.0,100.0,100.0,1,ground
8.412937,-0.672667,-1.793932,100.0,100.0,100.0,1,ground
8.441356,-0.595254,-1.798721,100.0,100.0,100.0,1,ground
8.446664,-0.515998,-1.798741,100.0,100.0,100.0,1,ground
8.446110,-0.436431,-1.797671,100.0,100.0,100.0,1,ground
8.445870,-0.356965,-1.796828,100.0,100.0,100.0,1,ground
8.490384,-0.279037,-1.805661,100.0,100.0,100.0,1,ground
8.469683,-0.198791,-1.800782,100.0,100.0,100.0,1,ground
8.473691,-0.119317,-1.801317,100.0,100.0,100.0,1,ground
8.430900,-0.039569,-1.792063,100.0,100.0,100.0,1,ground
8.459717,0.039704,-1.798188,100.0,100.0,100.0,1,ground
8.499763,0.119684,-1.806860,100.0,100.0,100.0,1,ground
8.491491,0.199303,-1.805419,100.0,100.0,100.0,1,ground
8.453406,0.277822,-1.797797,100.0,100.0,100.0,1,ground
8.498464,0.359188,-1.808017,100.0,100.0,100.0,1,ground
8.455572,0.436920,-1.799685,100.0,100.0,100.0,1,ground
8.420144,0.514378,-1.793093,100.0,100.0,100.0,1,ground
8.467580,0.597103,-1.804309,100.0,100.0,100.0,1,ground
8.404863,0.672021,-1.792210,100.0,100.0,100.0,1,ground
8.430737,0.753794,-1.799157,100.0,100.0,100.0,1,ground
8.417928,0.832366,-1.798012,100.0,100.0,100.0,1,ground
8.386565,0.908832,-1.793056,100.0,100.0,100.0,1,ground
8.407735,0.991057,-1.799492,100.0,100.0,100.0,1,ground
8.419888,1.072714,-1.804169,100.0,100.0,100.0,1,ground
8.403096,1.150830,-1.802806,100.0,100.0,100.0,1,ground
8.433921,1.235809,-1.811828,100.0,100.0,100.0,1,ground
8.321976,1.299311,-1.790321,100.0,100.0,100.0,1,ground
8.336912,1.381926,-1.796245,100.0,100.0,100.0,1,ground
8.376261,1.469362,-1.807615,100.0,100.0,100.0,1,ground
8.367874,1.548990,-1.808864,100.0,100.0,100.0,1,ground
8.326510,1.622312,-1.803134,100.0,100.0,100.0,1,ground
8.328684,1.704033,-1.806990,100.0,100.0,100.0,1,ground
8.275976,1.774343,-1.799089,100.0,100.0,100.0,1,ground
8.229854,1.845421,-1.792749,100.0,100.0,100.0,1,ground
8.254647,1.932534,-1.802022,100.0,100.0,100.0,1,ground
8.245803,2.012288,-1.804135,100.0,100.0,100.0,1,ground
8.201724,2.083293,-1.798691,100.0,100.0,100.0,1,ground
8.183494,2.160632,-1.799061,100.0,100.0,100.0,1,ground
8.164771,2.237877,-1.799484,100.0,100.0,100.0,1,ground
8.161673,2.319608,-1.803521,100.0,100.0,100.0,1,ground
8.097703,2.383800,-1.794251,100.0,100.0,100.0,1,ground
8.093121,2.465233,-1.798283,100.0,100.0,100.0,1,ground
8.095670,2.549292,-1.804088,100.0,100.0,100.0,1,ground
8.043997,2.616262,-1.797966,100.0,100.0,100.0,1,ground
8.029326,2.695089,-1.800262,100.0,100.0,100.0,1,ground
8.002627,2.769975,-1.800026,100.0,100.0,100.0,1,ground
7.962877,2.840191,-1.797003,100.0,100.0,100.0,1,ground
7.916274,2.907614,-1.792567,100.0,100.0,100.0,1,ground
7.919808,2.993575,-1.799651,100.0,100.0,100.0,1,ground
6.428017,2.498905,-1.465930,60.0,90.0,200.0,1,blue_box
6.242240,2.494382,-1.428840,60.0,90.0,200.0,1,blue_box
6.109867,2.508247,-1.403868,60.0,90.0,200.0,1,blue_box
5.937243,2.502758,-1.369542,60.0,90.0,200.0,1,blue_box
5.810686,2.513901,-1.345733,60.0,90.0,200.0,1,blue_box
5.666243,2.514812,-1.317689,60.0,90.0,200.0,1,blue_box
5.552808,2.527119,-1.296769,60.0,90.0,200.0,1,blue_box
5.559346,2.593358,-1.303924,60.0,90.0,200.0,1,blue_box
5.542608,2.649179,-1.305773,60.0,90.0,200.0,1,blue_box
5.533569,2.708956,-1.309577,60.0,90.0,200.0,1,blue_box
5.538687,2.776210,-1.316897,60.0,90.0,200.0,1,blue_box
5.554333,2.849598,-1.326919,60.0,90.0,200.0,1,blue_box
5.541964,2.909285,-1.330429,60.0,90.0,200.0,1,blue_box
5.512080,2.959924,-1.329867,60.0,90.0,200.0,1,blue_box
5.579624,3.064015,-1.353042,60.0,90.0,200.0,1,blue_box
5.540570,3.110612,-1.350593,60.0,90.0,200.0,1,blue_box
5.561434,3.191349,-1.362921,60.0,90.0,200.0,1,blue_box
5.589416,3.277528,-1.377258,60.0,90.0,200.0,1,blue_box
5.545940,3.322381,-1.374169,60.0,90.0,200.0,1,blue_box
5.533431,3.385870,-1.378884,60.0,90.0,200.0,1,blue_box
5.544481,3.464577,-1.389681,60.0,90.0,200.0,1,blue_box
7.826818,-4.890739,-1.793978,100.0,100.0,100.0,1,ground
7.901821,-4.835072,-1.800687,100.0,100.0,100.0,1,ground
7.940038,-4.756603,-1.799142,100.0,100.0,100.0,1,ground
7.959181,-4.667113,-1.793473,100.0,100.0,100.0,1,ground
8.015937,-4.599830,-1.796454,100.0,100.0,100.0,1,ground
8.056435,-4.523080,-1.795935,100.0,100.0,100.0,1,ground
8.129447,-4.464234,-1.802790,100.0,100.0,100.0,1,ground
8.153249,-4.378202,-1.798875,100.0,100.0,100.0,1,ground
8.208570,-4.309135,-1.802077,100.0,100.0,100.0,1,ground
8.273771,-4.244780,-1.807564,100.0,100.0,100.0,1,ground
8.280771,-4.150652,-1.800502,100.0,100.0,100.0,1,ground
8.307691,-4.067026,-1.797975,100.0,100.0,100.0,1,ground
8.302053,-3.968100,-1.788615,100.0,100.0,100.0,1,ground
8.391710,-3.914617,-1.799935,100.0,100.0,100.0,1,ground
8.414372,-3.829435,-1.797006,100.0,100.0,100.0,1,ground
8.469749,-3.759073,-1.801217,100.0,100.0,100.0,1,ground
3.684724,-1.594138,-0.780394,200.0,60.0,60.0,1,occluder
3.653667,-1.540150,-0.770721,200.0,60.0,60.0,1,occluder
3.686667,-1.513465,-0.774651,200.0,60.0,60.0,1,occluder
3.640551,-1.454754,-0.762058,200.0,60.0,60.0,1,occluder
3.649934,-1.418919,-0.761201,200.0,60.0,60.0,1,occluder
3.647477,-1.378695,-0.757956,200.0,60.0,60.0,1,occluder
3.634011,-1.334757,-0.752521,200.0,60.0,60.0,1,occluder
3.660580,-1.305652,-0.755451,200.0,60.0,60.0,1,occluder
3.671389,-1.270790,-0.755187,200.0,60.0,60.0,1,occluder
3.643805,-1.223064,-0.747119,200.0,60.0,60.0,1,occluder
3.620942,-1.177690,-0.740132,200.0,60.0,60.0,1,occluder
3.671816,-1.156239,-0.748279,200.0,60.0,60.0,1,occluder
3.639569,-1.108643,-0.739554,200.0,60.0,60.0,1,occluder
3.639399,-1.071365,-0.737443,200.0,60.0,60.0,1,occluder
3.658064,-1.039649,-0.739215,200.0,60.0,60.0,1,occluder
3.678970,-1.008367,-0.741495,200.0,60.0,60.0,1,occluder
3.645994,-0.962627,-0.732995,200.0,60.0,60.0,1,occluder
3.634671,-0.923231,-0.728944,200.0,60.0,60.0,1,occluder
3.673526,-0.896479,-0.735016,200.0,60.0,60.0,1,occluder
3.645538,-0.853474,-0.727781,200.0,60.0,60.0,1,occluder
3.665815,-0.822004,-0.730257,200.0,60.0,60.0,1,occluder
3.659851,-0.784660,-0.727569,200.0,60.0,60.0,1,occluder
3.648939,-0.746566,-0.723975,200.0,60.0,60.0,1,occluder
3.620986,-0.705502,-0.717084,200.0,60.0,60.0,1,occluder
3.659494,-0.677414,-0.723418,200.0,60.0,60.0,1,occluder
3.645081,-0.639419,-0.719351,200.0,60.0,60.0,1,occluder
3.696328,-0.612703,-0.728297,200.0,60.0,60.0,1,occluder
3.642495,-0.568703,-0.716607,200.0,60.0,60.0,1,occluder
3.693926,-0.541265,-0.725694,200.0,60.0,60.0,1,occluder
3.674573,-0.503244,-0.720932,200.0,60.0,60.0,1,occluder
3.635548,-0.463177,-0.712391,200.0,60.0,60.0,1,occluder
3.638262,-0.428858,-0.712103,200.0,60.0,60.0,1,occluder
3.695760,-0.400501,-0.722589,200.0,60.0,60.0,1,occluder
4.071591,-0.402600,-0.795297,200.0,60.0,60.0,1,occluder
9.194482,-0.822081,-1.794356,100.0,100.0,100.0,1,ground
9.231321,-0.738102,-1.800114,100.0,100.0,100.0,1,ground
9.235750,-0.651272,-1.799706,100.0,100.0,100.0,1,ground
9.225553,-0.563580,-1.796609,100.0,100.0,100.0,1,ground
9.227653,-0.476816,-1.796067,100.0,100.0,100.0,1,ground
9.244184,-0.390706,-1.798492,100.0,100.0,100.0,1,ground
9.242445,-0.303754,-1.797519,100.0,100.0,100.0,1,ground
9.264344,-0.217443,-1.801302,100.0,100.0,100.0,1,ground
9.236178,-0.130054,-1.795509,100.0,100.0,100.0,1,ground
9.260615,-0.043463,-1.800101,100.0,100.0,100.0,1,ground
9.282508,0.043566,-1.804357,100.0,100.0,100.0,1,ground
9.228819,0.129950,-1.794079,100.0,100.0,100.0,1,ground
9.238160,0.216828,-1.796211,100.0,100.0,100.0,1,ground
9.246340,0.303882,-1.798277,100.0,100.0,100.0,1,ground
9.255803,0.391197,-1.800752,100.0,100.0,100.0,1,ground
9.228293,0.476849,-1.796192,100.0,100.0,100.0,1,ground
9.230680,0.563893,-1.797607,100.0,100.0,100.0,1,ground
9.243390,0.651810,-1.801195,100.0,100.0,100.0,1,ground
9.197796,0.735421,-1.793576,100.0,100.0,100.0,1,ground
9.210933,0.823552,-1.797566,100.0,100.0,100.0,1,ground
9.202767,0.909971,-1.797560,100.0,100.0,100.0,1,ground
9.202040,0.997203,-1.799167,100.0,100.0,100.0,1,ground
8.476932,0.999214,-1.659156,230.0,210.0,60.0,1,yellow_box
8.460472,1.077884,-1.657842,230.0,210.0,60.0,1,yellow_box
8.465472,1.159372,-1.660881,230.0,210.0,60.0,1,yellow_box
8.473218,1.241567,-1.664614,230.0,210.0,60.0,1,yellow_box
8.438160,1.317450,-1.660083,230.0,210.0,60.0,1,yellow_box
8.444480,1.399756,-1.663838,230.0,210.0,60.0,1,yellow_box
8.426120,1.478108,-1.662881,230.0,210.0,60.0,1,yellow_box
8.450542,1.564292,-1.670525,230.0,210.0,60.0,1,yellow_box
8.437361,1.643910,-1.670896,230.0,210.0,60.0,1,yellow_box
8.436870,1.726167,-1.673934,230.0,210.0,60.0,1,yellow_box
8.432080,1.807811,-1.676277,230.0,210.0,60.0,1,yellow_box
8.449846,1.894751,-1.683270,230.0,210.0,60.0,1,yellow_box
8.461943,1.981065,-1.689310,230.0,210.0,60.0,1,yellow_box
8.451470,2.062479,-1.691010,230.0,210.0,60.0,1,yellow_box
8.463150,2.149697,-1.697310,230.0,210.0,60.0,1,yellow_box
8.976082,2.369893,-1.804562,100.0,100.0,100.0,1,ground
8.929950,2.447604,-1.799827,100.0,100.0,100.0,1,ground
8.900001,2.529447,-1.798497,100.0,100.0,100.0,1,ground
8.847744,2.604597,-1.792799,100.0,100.0,100.0,1,ground
8.868879,2.701535,-1.802140,100.0,100.0,100.0,1,ground
8.839059,2.783382,-1.801311,100.0,100.0,100.0,1,ground
8.804574,2.863635,-1.799682,100.0,100.0,100.0,1,ground
8.743531,2.934816,-1.792756,100.0,100.0,100.0,1,ground
8.729306,3.021503,-1.795576,100.0,100.0,100.0,1,ground
8.702318,3.103934,-1.795939,100.0,100.0,100.0,1,ground
8.680718,3.188391,-1.797579,100.0,100.0,100.0,1,ground
8.650505,3.269768,-1.797599,100.0,100.0,100.0,1,ground
6.443309,2.504850,-1.343764,60.0,90.0,200.0,1,blue_box
6.266707,2.504159,-1.311778,60.0,90.0,200.0,1,blue_box
6.091114,2.500548,-1.279879,60.0,90.0,200.0,1,blue_box
5.887917,2.481965,-1.242024,60.0,90.0,200.0,1,blue_box
5.798305,2.508545,-1.228033,60.0,90.0,200.0,1,blue_box
5.652271,2.508611,-1.202039,60.0,90.0,200.0,1,blue_box
5.529233,2.516390,-1.180845,60.0,90.0,200.0,1,blue_box
5.542379,2.585444,-1.188783,60.0,90.0,200.0,1,blue_box
5.538589,2.647258,-1.193247,60.0,90.0,200.0,1,blue_box
5.566543,2.725098,-1.204728,60.0,90.0,200.0,1,blue_box
5.542290,2.778016,-1.205069,60.0,90.0,200.0,1,blue_box
5.574339,2.859862,-1.217821,60.0,90.0,200.0,1,blue_box
5.562273,2.919946,-1.221119,60.0,90.0,200.0,1,blue_box
5.572244,2.992232,-1.229421,60.0,90.0,200.0,1,blue_box
5.576390,3.062239,-1.236623,60.0,90.0,200.0,1,blue_box
5.548514,3.115072,-1.236871,60.0,90.0,200.0,1,blue_box
5.547399,3.183295,-1.243229,60.0,90.0,200.0,1,blue_box
5.501111,3.225748,-1.239587,60.0,90.0,200.0,1,blue_box
5.558425,3.329861,-1.259489,60.0,90.0,200.0,1,blue_box
5.557073,3.400336,-1.266360,60.0,90.0,200.0,1,blue_box
5.559400,3.473899,-1.274265,60.0,90.0,200.0,1,blue_box
8.681687,-5.424920,-1.805105,100.0,100.0,100.0,1,ground
8.712209,-5.330942,-1.800967,100.0,100.0,100.0,1,ground
8.751203,-5.242544,-1.798776,100.0,100.0,100.0,1,ground
8.813622,-5.168142,-1.801555,100.0,100.0,100.0,1,ground
8.863717,-5.086316,-1.801955,100.0,100.0,100.0,1,ground
8.911903,-5.003361,-1.802124,100.0,100.0,100.0,1,ground
8.956195,-4.918238,-1.801666,100.0,100.0,100.0,1,ground
8.986061,-4.825413,-1.798483,100.0,100.0,100.0,1,ground
9.049906,-4.750799,-1.802256,100.0,100.0,100.0,1,ground
9.055399,-4.645787,-1.794586,100.0,100.0,100.0,1,ground
9.126382,-4.574505,-1.800064,100.0,100.0,100.0,1,ground
9.167520,-4.487954,-1.799789,100.0,100.0,100.0,1,ground
9.229761,-4.411513,-1.803800,100.0,100.0,100.0,1,ground
9.262082,-4.320634,-1.802110,100.0,100.0,100.0,1,ground
